"tss_id"	"gene_symbol"	"chr"	"strand"	"promoter"	"position"	"transcripts"
"TMEM92_P1"	"TMEM92"	"chr17"	"+"	"P1"	50274466	"ENST00000507382"
"TMEM94_P1"	"TMEM94"	"chr17"	"+"	"P1"	75456650	"ENST00000314256"
"TMEM95_P1"	"TMEM95"	"chr17"	"+"	"P1"	7355156	"ENST00000389982"
"TMEM97_P1"	"TMEM97"	"chr17"	"+"	"P1"	28319200	"ENST00000226230"
"TMEM98_P1"	"TMEM98"	"chr17"	"+"	"P1"	32928204	"ENST00000394642"
"TMEM99_P1"	"TMEM99"	"chr17"	"+"	"P1"	40819145	"ENST00000436612"
"TMEM9B_P1"	"TMEM9B"	"chr11"	"-"	"P1"	8964442	"ENST00000309134"
"TMF1_P1"	"TMF1"	"chr3"	"-"	"P1"	69052274	"ENST00000398559"
"TMIE_P1"	"TMIE"	"chr3"	"+"	"P1"	46701392	"ENST00000643606"
"TMIGD1_P1"	"TMIGD1"	"chr17"	"-"	"P1"	30334057	"ENST00000538566"
"TMIGD2_P1"	"TMIGD2"	"chr19"	"-"	"P1"	4302389	"ENST00000595645"
"TMIGD3_P1"	"TMIGD3"	"chr1"	"-"	"P1"	111488824	"ENST00000472933"
"TMIGD3_P1(D)"	"TMIGD3"	"chr1"	"-"	"P1(D)"	111564031	NA
"TMLHE_P1"	"TMLHE"	"chrX"	"-"	"P1"	155612952	"ENST00000334398"
"TMOD1_P1"	"TMOD1"	"chr9"	"+"	"P1"	97501666	"ENST00000395211"
"TMOD2_P1"	"TMOD2"	"chr15"	"+"	"P1"	51751597	"ENST00000249700"
"TMOD3_P1"	"TMOD3"	"chr15"	"+"	"P1"	51829666	"ENST00000558455"
"TMOD4_P1"	"TMOD4"	"chr1"	"-"	"P1"	151175981	"ENST00000295314"
"TMPO_P1"	"TMPO"	"chr12"	"+"	"P1"	98515632	"ENST00000556029"
"TMPRSS11A_P1"	"TMPRSS11A"	"chr4"	"-"	"P1"	67963493	"ENST00000508048"
"TMPRSS11B_P1"	"TMPRSS11B"	"chr4"	"-"	"P1"	68245694	"ENST00000332644"
"TMPRSS11D_P1"	"TMPRSS11D"	"chr4"	"-"	"P1"	67884002	"ENST00000283916"
"TMPRSS11E_P1"	"TMPRSS11E"	"chr4"	"+"	"P1"	68447463	"ENST00000305363"
"TMPRSS11F_P1"	"TMPRSS11F"	"chr4"	"-"	"P1"	68129869	"ENST00000356291"
"TMPRSS12_P1"	"TMPRSS12"	"chr12"	"+"	"P1"	50842926	"ENST00000551456"
"TMPRSS13_P1"	"TMPRSS13"	"chr11"	"-"	"P1"	117929397	"ENST00000528626"
"TMPRSS15_P1"	"TMPRSS15"	"chr21"	"-"	"P1"	18403763	"ENST00000284885"
"TMPRSS2_P1"	"TMPRSS2"	"chr21"	"-"	"P1"	41508158	"ENST00000332149"
"TMPRSS3_P1"	"TMPRSS3"	"chr21"	"-"	"P1"	42396052	"ENST00000644384"
"TMPRSS4_P1"	"TMPRSS4"	"chr11"	"+"	"P1"	118077078	"ENST00000618855"
"TMPRSS5_P1"	"TMPRSS5"	"chr11"	"-"	"P1"	113706302	"ENST00000643074"
"TMPRSS6_P1"	"TMPRSS6"	"chr22"	"-"	"P1"	37109709	"ENST00000406725"
"TMPRSS7_P2"	"TMPRSS7"	"chr3"	"+"	"P2"	112034843	"ENST00000452346"
"TMPRSS7_P3"	"TMPRSS7"	"chr3"	"+"	"P3"	112039620	"ENST00000435737"
"TMPRSS7_P4"	"TMPRSS7"	"chr3"	"+"	"P4"	112041920	"ENST00000617607"
"TMPRSS7_P1"	"TMPRSS7"	"chr3"	"+"	"P1"	112042978	"ENST00000460599"
"TMPRSS9_ENST00000332578(W)"	"TMPRSS9"	"chr19"	"+"	"ENST00000332578(W)"	2389785	NA
"TMPRSS9_P1"	"TMPRSS9"	"chr19"	"+"	"P1"	2396178	"ENST00000592650"
"TMSB10_P1"	"TMSB10"	"chr2"	"+"	"P1"	84905656	"ENST00000233143"
"TMSB15A_P1"	"TMSB15A"	"chrX"	"-"	"P1"	102516736	"ENST00000289373"
"TMSB15B_ENST00000419165(W)"	"TMSB15B"	"chrX"	"+"	"ENST00000419165(W)"	103918858	NA
"TMSB15B_ENSG00000158427_P1"	"TMSB15B"	"chrX"	"+"	"P1"	103962650	"ENST00000540220"
"TMSB15B_ENSG00000269226_P1"	"TMSB15B"	"chrX"	"-"	"P1"	104076194	"ENST00000620307"
"TMSB4X_P1"	"TMSB4X"	"chrX"	"+"	"P1"	12975111	"ENST00000451311"
"TMSB4X_P2"	"TMSB4X"	"chrX"	"+"	"P2"	12976150	"ENST00000380633"
"TMSB4Y_P1"	"TMSB4Y"	"chrY"	"+"	"P1"	13703902	"ENST00000284856"
"TMTC1_P1"	"TMTC1"	"chr12"	"-"	"P1"	29783912	"ENST00000551659"
"TMTC2_P1"	"TMTC2"	"chr12"	"+"	"P1"	82687135	"ENST00000551915"
"TMTC3_P1"	"TMTC3"	"chr12"	"+"	"P1"	88142307	"ENST00000549011"
"TMTC4_P1"	"TMTC4"	"chr13"	"-"	"P1"	100674795	"ENST00000376234"
"TMUB1_P1"	"TMUB1"	"chr7"	"-"	"P1"	151083473	"ENST00000297533"
"TMUB2_P1"	"TMUB2"	"chr17"	"+"	"P1"	44187250	"ENST00000446571"
"TMX1_P1"	"TMX1"	"chr14"	"+"	"P1"	51240263	"ENST00000555574"
"TMX2_P1"	"TMX2"	"chr11"	"+"	"P1"	57712593	"ENST00000524972"
"TMX3_P1"	"TMX3"	"chr18"	"-"	"P1"	68715065	"ENST00000299608"
"TMX4_P1"	"TMX4"	"chr20"	"-"	"P1"	8019761	"ENST00000246024"
"TNC_P1"	"TNC"	"chr9"	"-"	"P1"	115118153	"ENST00000535648"
"TNF_P1"	"TNF"	"chr6"	"+"	"P1"	31575565	"ENST00000449264"
"TNFAIP1_P1"	"TNFAIP1"	"chr17"	"+"	"P1"	28335761	"ENST00000544907"
"TNFAIP2_P1"	"TNFAIP2"	"chr14"	"+"	"P1"	103123461	"ENST00000559195"
"TNFAIP3_P1"	"TNFAIP3"	"chr6"	"+"	"P1"	137867259	"ENST00000612899"
"TNFAIP3_P2"	"TNFAIP3"	"chr6"	"+"	"P2"	137871095	"ENST00000614035"
"TNFAIP6_P1"	"TNFAIP6"	"chr2"	"+"	"P1"	151357592	"ENST00000243347"
"TNFAIP8_P1"	"TNFAIP8"	"chr5"	"+"	"P1"	119268765	"ENST00000274456"
"TNFAIP8_P2"	"TNFAIP8"	"chr5"	"+"	"P2"	119356019	"ENST00000415806"
"TNFAIP8L1_P1"	"TNFAIP8L1"	"chr19"	"+"	"P1"	4639537	"ENST00000327473"
"TNFAIP8L3_P1"	"TNFAIP8L3"	"chr15"	"-"	"P1"	51094906	"ENST00000637513"
"TNFRSF10A_P1"	"TNFRSF10A"	"chr8"	"-"	"P1"	23225099	"ENST00000221132"
"TNFRSF10B_P1"	"TNFRSF10B"	"chr8"	"-"	"P1"	23069031	"ENST00000276431"
"TNFRSF10C_P1"	"TNFRSF10C"	"chr8"	"+"	"P1"	23102921	"ENST00000356864"
"TNFRSF10D_P1"	"TNFRSF10D"	"chr8"	"-"	"P1"	23164027	"ENST00000312584"
"TNFRSF11A_P1"	"TNFRSF11A"	"chr18"	"+"	"P1"	62325310	"ENST00000639222"
"TNFRSF11B_P1"	"TNFRSF11B"	"chr8"	"-"	"P1"	118951885	"ENST00000297350"
"TNFRSF12A_P1"	"TNFRSF12A"	"chr16"	"+"	"P1"	3020368	"ENST00000326577"
"TNFRSF13B_P1"	"TNFRSF13B"	"chr17"	"-"	"P1"	16972085	"ENST00000584950"
"TNFRSF13C_P1"	"TNFRSF13C"	"chr22"	"-"	"P1"	41926806	"ENST00000291232"
"TNFRSF14_P1"	"TNFRSF14"	"chr1"	"+"	"P1"	2556563	"ENST00000409119"
"TNFRSF17_P1"	"TNFRSF17"	"chr16"	"+"	"P1"	11965210	"ENST00000053243"
"TNFRSF18_P1"	"TNFRSF18"	"chr1"	"-"	"P1"	1206581	"ENST00000328596"
"TNFRSF19_P2"	"TNFRSF19"	"chr13"	"+"	"P2"	23570412	"ENST00000248484"
"TNFRSF19_P1"	"TNFRSF19"	"chr13"	"+"	"P1"	23579383	"ENST00000464735"
"TNFRSF1A_P1"	"TNFRSF1A"	"chr12"	"-"	"P1"	6342076	"ENST00000534885"
"TNFRSF1B_P1"	"TNFRSF1B"	"chr1"	"+"	"P1"	12166991	"ENST00000536782"
"TNFRSF1B_P2(W)"	"TNFRSF1B"	"chr1"	"+"	"P2(W)"	12188802	NA
"TNFRSF21_P1"	"TNFRSF21"	"chr6"	"-"	"P1"	47309905	"ENST00000296861"
"TNFRSF25_P1"	"TNFRSF25"	"chr1"	"-"	"P1"	6466152	"ENST00000513135"
"TNFRSF4_P1"	"TNFRSF4"	"chr1"	"-"	"P1"	1214153	"ENST00000379236"
"TNFRSF6B_P1"	"TNFRSF6B"	"chr20"	"+"	"P1"	63696652	"ENST00000369996"
"TNFRSF8_P1"	"TNFRSF8"	"chr1"	"+"	"P1"	12063303	"ENST00000417814"
"TNFRSF9_P1"	"TNFRSF9"	"chr1"	"-"	"P1"	7940837	"ENST00000377507"
"TNFSF10_P1"	"TNFSF10"	"chr3"	"-"	"P1"	172523430	"ENST00000241261"
"TNFSF11_P1"	"TNFSF11"	"chr13"	"+"	"P1"	42574152	"ENST00000398795"
"TNFSF12_P1"	"TNFSF12"	"chr17"	"+"	"P1"	7549058	"ENST00000293825"
"TNFSF13_P1"	"TNFSF13"	"chr17"	"+"	"P1"	7559002	"ENST00000338784"
"TNFSF13B_P1"	"TNFSF13B"	"chr13"	"+"	"P1"	108270057	"ENST00000430559"
"TNFSF14_P1"	"TNFSF14"	"chr19"	"-"	"P1"	6670160	"ENST00000245912"
"TNFSF15_P1"	"TNFSF15"	"chr9"	"-"	"P1"	114806039	"ENST00000374045"
"TNFSF18_P1"	"TNFSF18"	"chr1"	"-"	"P1"	173050938	"ENST00000404377"
"TNFSF4_P2(W)"	"TNFSF4"	"chr1"	"-"	"P2(W)"	173205640	NA
"TNFSF4_P1"	"TNFSF4"	"chr1"	"-"	"P1"	173207330	"ENST00000281834"
"TNFSF8_P1"	"TNFSF8"	"chr9"	"-"	"P1"	114930284	"ENST00000618336"
"TNFSF9_P1"	"TNFSF9"	"chr19"	"+"	"P1"	6531026	"ENST00000245817"
"TNIK_P1"	"TNIK"	"chr3"	"-"	"P1"	171460405	"ENST00000436636"
"TNIP1_P1"	"TNIP1"	"chr5"	"-"	"P1"	151081006	"ENST00000520931"
"TNIP1_P2"	"TNIP1"	"chr5"	"-"	"P2"	151087160	"ENST00000315050"
"TNIP2_P1"	"TNIP2"	"chr4"	"-"	"P1"	2756336	"ENST00000510267"
"TNIP3_P1"	"TNIP3"	"chr4"	"-"	"P1"	121164321	"ENST00000057513"
"TNK1_P1"	"TNK1"	"chr17"	"+"	"P1"	7381091	"ENST00000576812"
"TNK2_P1(W)"	"TNK2"	"chr3"	"-"	"P1(W)"	195876732	NA
"TNK2_P2"	"TNK2"	"chr3"	"-"	"P2"	195892725	"ENST00000428187"
"TNK2_P1"	"TNK2"	"chr3"	"-"	"P1"	195909763	"ENST00000333602"
"TNKS_P1"	"TNKS"	"chr8"	"+"	"P1"	9555914	"ENST00000520408"
"TNKS1BP1_P3"	"TNKS1BP1"	"chr11"	"-"	"P3"	57311482	"ENST00000530920"
"TNKS1BP1_P2"	"TNKS1BP1"	"chr11"	"-"	"P2"	57322315	"ENST00000532437"
"TNKS1BP1_P1"	"TNKS1BP1"	"chr11"	"-"	"P1"	57324950	"ENST00000528882"
"TNKS2_P1"	"TNKS2"	"chr10"	"+"	"P1"	91798427	"ENST00000371627"
"TNMD_P1"	"TNMD"	"chrX"	"+"	"P1"	100584936	"ENST00000373031"
"TNN_P1"	"TNN"	"chr1"	"+"	"P1"	175067834	"ENST00000239462"
"TNNC1_P1"	"TNNC1"	"chr3"	"-"	"P1"	52454041	"ENST00000232975"
"TNNC2_P1"	"TNNC2"	"chr20"	"-"	"P1"	45827312	"ENST00000372555"
"TNNI1_P1"	"TNNI1"	"chr1"	"-"	"P1"	201421730	"ENST00000622580"
"TNNI1_P2(W)"	"TNNI1"	"chr1"	"-"	"P2(W)"	201429864	NA
"TNNI2_P1"	"TNNI2"	"chr11"	"+"	"P1"	1838982	"ENST00000381911"
"TNNI2_P2(W)"	"TNNI2"	"chr11"	"+"	"P2(W)"	1840202	NA
"TNNI3_P1"	"TNNI3"	"chr19"	"-"	"P1"	55157732	"ENST00000344887"
"TNNI3K_P1"	"TNNI3K"	"chr1"	"+"	"P1"	74235387	"ENST00000326637"
"TNNT1_P2"	"TNNT1"	"chr19"	"-"	"P2"	55146970	"ENST00000587465"
"TNNT1_P1"	"TNNT1"	"chr19"	"-"	"P1"	55149206	"ENST00000587758"
"TNNT2_P1"	"TNNT2"	"chr1"	"-"	"P1"	201377680	"ENST00000367318"
"TNNT3_P1"	"TNNT3"	"chr11"	"+"	"P1"	1919703	"ENST00000278317"
"TNNT3_P2(W)"	"TNNT3"	"chr11"	"+"	"P2(W)"	1921380	NA
"TNP1_P1"	"TNP1"	"chr2"	"-"	"P1"	216860064	"ENST00000236979"
"TNP2_P1"	"TNP2"	"chr16"	"-"	"P1"	11269325	"ENST00000560751"
"TNPO1_P2"	"TNPO1"	"chr5"	"+"	"P2"	72816661	"ENST00000337273"
"TNPO1_P1"	"TNPO1"	"chr5"	"+"	"P1"	72848139	"ENST00000513944"
"TNPO2_P2"	"TNPO2"	"chr19"	"-"	"P2"	12722560	"ENST00000356861"
"TNPO2_P1"	"TNPO2"	"chr19"	"-"	"P1"	12723932	"ENST00000425528"
"TNPO3_P1"	"TNPO3"	"chr7"	"-"	"P1"	129054900	"ENST00000265388"
"TNR_P1"	"TNR"	"chr1"	"-"	"P1"	175743590	"ENST00000367674"
"TNRC18_P1"	"TNRC18"	"chr7"	"-"	"P1"	5423784	"ENST00000399537"
"TNRC6A_P1"	"TNRC6A"	"chr16"	"+"	"P1"	24729710	"ENST00000315183"
"TNRC6B_P1"	"TNRC6B"	"chr22"	"+"	"P1"	40044834	"ENST00000441751"
"TNRC6B_P2"	"TNRC6B"	"chr22"	"+"	"P2"	40177925	"ENST00000489500"
"TNRC6C_P1"	"TNRC6C"	"chr17"	"+"	"P1"	78041036	"ENST00000588549"
"TNS1_P3"	"TNS1"	"chr2"	"-"	"P3"	217858615	"ENST00000480665"
"TNS1_P5"	"TNS1"	"chr2"	"-"	"P5"	217902009	"ENST00000439083"
"TNS1_P1"	"TNS1"	"chr2"	"-"	"P1"	217944070	"ENST00000171887"
"TNS1_P4"	"TNS1"	"chr2"	"-"	"P4"	217978827	"ENST00000413280"
"TNS1_P2"	"TNS1"	"chr2"	"-"	"P2"	218002995	"ENST00000446903"
"TNS2_P2"	"TNS2"	"chr12"	"+"	"P2"	53047250	"ENST00000379902"
"TNS2_P1"	"TNS2"	"chr12"	"+"	"P1"	53050065	"ENST00000314250"
"TNS3_P2"	"TNS3"	"chr7"	"-"	"P2"	47481283	"ENST00000415929"
"TNS3_P1"	"TNS3"	"chr7"	"-"	"P1"	47582111	"ENST00000311160"
"TNS4_P1"	"TNS4"	"chr17"	"-"	"P1"	40501623	"ENST00000254051"
"TNXB_P1"	"TNXB"	"chr6"	"-"	"P1"	32109332	"ENST00000644971"
"TOB1_P1"	"TOB1"	"chr17"	"-"	"P1"	50866354	"ENST00000499247"
"TOB2_P1"	"TOB2"	"chr22"	"-"	"P1"	41446797	"ENST00000327492"
"TOE1_P1"	"TOE1"	"chr1"	"+"	"P1"	45340170	"ENST00000477731"
"TOGARAM1_P1"	"TOGARAM1"	"chr14"	"+"	"P1"	44962219	"ENST00000361577"
"TOGARAM2_P1"	"TOGARAM2"	"chr2"	"+"	"P1"	29014421	"ENST00000465300"
"TOLLIP_P1"	"TOLLIP"	"chr11"	"-"	"P1"	1309623	"ENST00000317204"
"TOM1_P1"	"TOM1"	"chr22"	"+"	"P1"	35299894	"ENST00000456128"
"TOM1L1_P1"	"TOM1L1"	"chr17"	"+"	"P1"	54900853	"ENST00000575882"
"TOM1L2_P1"	"TOM1L2"	"chr17"	"-"	"P1"	17972397	"ENST00000581396"
"TOMM20_P1"	"TOMM20"	"chr1"	"-"	"P1"	235128837	"ENST00000366607"
"TOMM20L_P1"	"TOMM20L"	"chr14"	"+"	"P1"	58395930	"ENST00000360945"
"TOMM22_P1"	"TOMM22"	"chr22"	"+"	"P1"	38681975	"ENST00000216034"
"TOMM34_P1"	"TOMM34"	"chr20"	"-"	"P1"	44960396	"ENST00000372813"
"TOMM40_P1"	"TOMM40"	"chr19"	"+"	"P1"	44891255	"ENST00000405636"
"TOMM40L_P1"	"TOMM40L"	"chr1"	"+"	"P1"	161226060	"ENST00000545897"
"TOMM5_P1"	"TOMM5"	"chr9"	"-"	"P1"	37592597	"ENST00000540941"
"TOMM6_P1"	"TOMM6"	"chr6"	"+"	"P1"	41787694	"ENST00000398884"
"TOMM7_P1"	"TOMM7"	"chr7"	"-"	"P1"	22822848	"ENST00000463284"
"TOMM70_P1"	"TOMM70"	"chr3"	"-"	"P1"	100401082	"ENST00000284320"
"TONSL_P1"	"TONSL"	"chr8"	"-"	"P1"	144444440	"ENST00000409379"
"TOP1_P1"	"TOP1"	"chr20"	"+"	"P1"	41028823	"ENST00000361337"
"TOP1MT_P1"	"TOP1MT"	"chr8"	"-"	"P1"	143334880	"ENST00000329245"
"TOP2A_P1"	"TOP2A"	"chr17"	"-"	"P1"	40417881	"ENST00000423485"
"TOP2B_P1"	"TOP2B"	"chr3"	"-"	"P1"	25664907	"ENST00000435706"
"TOP3A_P1"	"TOP3A"	"chr17"	"-"	"P1"	18314963	"ENST00000542570"
"TOP3B_P1"	"TOP3B"	"chr22"	"-"	"P1"	21982787	"ENST00000357179"
"TOPAZ1_P1"	"TOPAZ1"	"chr3"	"+"	"P1"	44241886	"ENST00000309765"
"TOPBP1_P1"	"TOPBP1"	"chr3"	"-"	"P1"	133661921	"ENST00000642236"
"TOPORS_P1"	"TOPORS"	"chr9"	"-"	"P1"	32552586	"ENST00000360538"
"TOR1A_P1"	"TOR1A"	"chr9"	"-"	"P1"	129824136	"ENST00000351698"
"TOR1AIP1_P1"	"TOR1AIP1"	"chr1"	"+"	"P1"	179882811	"ENST00000606911"
"TOR1AIP2_P1"	"TOR1AIP2"	"chr1"	"-"	"P1"	179877803	"ENST00000367612"
"TOR1B_P1"	"TOR1B"	"chr9"	"+"	"P1"	129803184	"ENST00000259339"
"TOR2A_P1"	"TOR2A"	"chr9"	"-"	"P1"	127735294	"ENST00000336067"
"TOR3A_P1"	"TOR3A"	"chr1"	"+"	"P1"	179082070	"ENST00000367625"
"TOR4A_P1"	"TOR4A"	"chr9"	"+"	"P1"	137277726	"ENST00000357503"
"TOX_P1"	"TOX"	"chr8"	"-"	"P1"	59119071	"ENST00000361421"
"TOX2_P1"	"TOX2"	"chr20"	"+"	"P1"	43914852	"ENST00000341197"
"TOX3_P1"	"TOX3"	"chr16"	"-"	"P1"	52547134	"ENST00000219746"
"TOX4_P1"	"TOX4"	"chr14"	"+"	"P1"	21477206	"ENST00000613569"
"TP53_P1"	"TP53"	"chr17"	"-"	"P1"	7687487	"ENST00000635293"
"TP53AIP1_P1"	"TP53AIP1"	"chr11"	"-"	"P1"	128942855	"ENST00000458238"
"TP53BP1_P1"	"TP53BP1"	"chr15"	"-"	"P1"	43493155	"ENST00000382044"
"TP53BP2_P2"	"TP53BP2"	"chr1"	"-"	"P2"	223802634	"ENST00000498843"
"TP53BP2_P1"	"TP53BP2"	"chr1"	"-"	"P1"	223845947	"ENST00000391878"
"TP53I11_P1"	"TP53I11"	"chr11"	"-"	"P1"	44950883	"ENST00000354556"
"TP53I13_P1"	"TP53I13"	"chr17"	"+"	"P1"	29568713	"ENST00000577934"
"TP53I3_P1"	"TP53I3"	"chr2"	"-"	"P1"	24084772	"ENST00000335934"
"TP53INP1_P1"	"TP53INP1"	"chr8"	"-"	"P1"	94949366	"ENST00000448464"
"TP53INP2_P1"	"TP53INP2"	"chr20"	"+"	"P1"	34704344	"ENST00000374810"
"TP53INP2_P2(W)"	"TP53INP2"	"chr20"	"+"	"P2(W)"	34710430	NA
"TP53RK_P1"	"TP53RK"	"chr20"	"-"	"P1"	46689434	"ENST00000372114"
"TP53TG3_P1"	"TP53TG3"	"chr16"	"-"	"P1"	32676129	"ENST00000565622"
"TP53TG3B_P1"	"TP53TG3B"	"chr16"	"+"	"P1"	33360274	"ENST00000341305"
"TP53TG3B_P2"	"TP53TG3B"	"chr16"	"+"	"P2"	33361391	"ENST00000563564"
"TP53TG3C_P1"	"TP53TG3C"	"chr16"	"+"	"P1"	33193659	"ENST00000561509"
"TP53TG3C_P2"	"TP53TG3C"	"chr16"	"+"	"P2"	33194770	"ENST00000566959"
"TP53TG3D_P1"	"TP53TG3D"	"chr16"	"+"	"P1"	32252719	"ENST00000398664"
"TP53TG3D_P2"	"TP53TG3D"	"chr16"	"+"	"P2"	32253836	"ENST00000568044"
"TP53TG3E_P1"	"TP53TG3E"	"chr16"	"+"	"P1"	33303739	"ENST00000623491"
"TP53TG3F_P1"	"TP53TG3F"	"chr16"	"+"	"P1"	33459045	"ENST00000623042"
"TP53TG5_P1"	"TP53TG5"	"chr20"	"-"	"P1"	45407889	"ENST00000494455"
"TP63_P2"	"TP63"	"chr3"	"+"	"P2"	189631389	"ENST00000486398"
"TP63_P1"	"TP63"	"chr3"	"+"	"P1"	189789660	"ENST00000354600"
"TP73_P1"	"TP73"	"chr1"	"+"	"P1"	3652516	"ENST00000378295"
"TPBG_P1"	"TPBG"	"chr6"	"+"	"P1"	82363817	"ENST00000369750"
"TPBGL_P1"	"TPBGL"	"chr11"	"+"	"P1"	75241337	"ENST00000562197"
"TPCN1_P1"	"TPCN1"	"chr12"	"+"	"P1"	113221486	"ENST00000552642"
"TPCN2_P1"	"TPCN2"	"chr11"	"+"	"P1"	69048947	"ENST00000294309"
"TPD52_P1"	"TPD52"	"chr8"	"-"	"P1"	80171564	"ENST00000379096"
"TPD52L1_P1"	"TPD52L1"	"chr6"	"+"	"P1"	125153809	"ENST00000304877"
"TPD52L2_P1"	"TPD52L2"	"chr20"	"+"	"P1"	63865271	"ENST00000611972"
"TPD52L3_P1"	"TPD52L3"	"chr9"	"+"	"P1"	6328390	"ENST00000344545"
"TPGS1_P1"	"TPGS1"	"chr19"	"+"	"P1"	507497	"ENST00000359315"
"TPGS2_P1"	"TPGS2"	"chr18"	"-"	"P1"	36828804	"ENST00000614939"
"TPH1_P1P2(W)"	"TPH1"	"chr11"	"-"	"P1P2(W)"	18026592	NA
"TPH1_P1"	"TPH1"	"chr11"	"-"	"P1"	18042169	"ENST00000528338"
"TPH2_P1"	"TPH2"	"chr12"	"+"	"P1"	71938845	"ENST00000333850"
"TPI1_P1"	"TPI1"	"chr12"	"+"	"P1"	6867531	"ENST00000229270"
"TPK1_P1"	"TPK1"	"chr7"	"-"	"P1"	144836053	"ENST00000360057"
"TPM1_P1"	"TPM1"	"chr15"	"+"	"P1"	63042751	"ENST00000288398"
"TPM1_P5"	"TPM1"	"chr15"	"+"	"P5"	63044079	"ENST00000644204"
"TPM1_P2"	"TPM1"	"chr15"	"+"	"P2"	63048489	"ENST00000334895"
"TPM1_P4"	"TPM1"	"chr15"	"+"	"P4"	63057034	"ENST00000558400"
"TPM1_P3"	"TPM1"	"chr15"	"+"	"P3"	63062579	"ENST00000559108"
"TPM2_P2"	"TPM2"	"chr9"	"-"	"P2"	35685706	"ENST00000607559"
"TPM2_P1"	"TPM2"	"chr9"	"-"	"P1"	35689925	"ENST00000378292"
"TPM3_P1"	"TPM3"	"chr1"	"-"	"P1"	154183208	"ENST00000611659"
"TPM3_P2"	"TPM3"	"chr1"	"-"	"P2"	154192100	"ENST00000271850"
"TPM4_P2"	"TPM4"	"chr19"	"+"	"P2"	16067538	"ENST00000344824"
"TPM4_P1"	"TPM4"	"chr19"	"+"	"P1"	16076503	"ENST00000642789"
"TPMT_P1"	"TPMT"	"chr6"	"-"	"P1"	18155077	"ENST00000309983"
"TPO_P1"	"TPO"	"chr2"	"+"	"P1"	1413464	"ENST00000539820"
"TPP1_P1"	"TPP1"	"chr11"	"-"	"P1"	6619422	"ENST00000299427"
"TPP2_P1"	"TPP2"	"chr13"	"+"	"P1"	102597005	"ENST00000376065"
"TPPP_P1"	"TPPP"	"chr5"	"-"	"P1"	693314	"ENST00000360578"
"TPPP2_P2(W)"	"TPPP2"	"chr14"	"+"	"P2(W)"	21024088	NA
"TPPP2_P1"	"TPPP2"	"chr14"	"+"	"P1"	21030223	"ENST00000534434"
"TPPP3_P1"	"TPPP3"	"chr16"	"-"	"P1"	67393498	"ENST00000393957"
"TPR_P1"	"TPR"	"chr1"	"-"	"P1"	186375253	"ENST00000367478"
"TPRA1_P1"	"TPRA1"	"chr3"	"-"	"P1"	127590733	"ENST00000296210"
"TPRG1_ENST00000433971(W)"	"TPRG1"	"chr3"	"+"	"ENST00000433971(W)"	188947159	NA
"TPRG1_ENST00000345063(W)"	"TPRG1"	"chr3"	"+"	"ENST00000345063(W)"	189171992	NA
"TPRG1_P1"	"TPRG1"	"chr3"	"+"	"P1"	189310097	"ENST00000481307"
"TPRG1L_P1"	"TPRG1L"	"chr1"	"+"	"P1"	3625034	"ENST00000378344"
"TPRKB_P1"	"TPRKB"	"chr2"	"-"	"P1"	73737345	"ENST00000489476"
"TPRN_P1"	"TPRN"	"chr9"	"-"	"P1"	137200741	"ENST00000409012"
"TPRX1_P1"	"TPRX1"	"chr19"	"-"	"P1"	47803689	"ENST00000322175"
"TPRX1_P2"	"TPRX1"	"chr19"	"-"	"P2"	47819051	"ENST00000535759"
"TPSAB1_P1"	"TPSAB1"	"chr16"	"+"	"P1"	1240706	"ENST00000338844"
"TPSB2_P1"	"TPSB2"	"chr16"	"-"	"P1"	1230099	"ENST00000611196"
"TPSD1_P1"	"TPSD1"	"chr16"	"+"	"P1"	1256069	"ENST00000397534"
"TPSG1_P1"	"TPSG1"	"chr16"	"-"	"P1"	1225710	"ENST00000234798"
"TPST1_P1"	"TPST1"	"chr7"	"+"	"P1"	66205334	"ENST00000304842"
"TPST2_P2(W)"	"TPST2"	"chr22"	"-"	"P2(W)"	26565340	NA
"TPST2_P1"	"TPST2"	"chr22"	"-"	"P1"	26590103	"ENST00000338754"
"TPT1_P2"	"TPT1"	"chr13"	"-"	"P2"	45340110	"ENST00000529421"
"TPT1_P1"	"TPT1"	"chr13"	"-"	"P1"	45341183	"ENST00000616577"
"TPTE_P1"	"TPTE"	"chr21"	"+"	"P1"	10521995	"ENST00000622113"
"TPTE2_P1"	"TPTE2"	"chr13"	"-"	"P1"	19503277	"ENST00000382978"
"TPTE2_P2"	"TPTE2"	"chr13"	"-"	"P2"	19505940	"ENST00000400103"
"TPTE2_P3"	"TPTE2"	"chr13"	"-"	"P3"	19536762	"ENST00000390680"
"TPTEP2-CSNK1E_P1"	"TPTEP2-CSNK1E"	"chr22"	"-"	"P1"	38398915	"ENST00000400206"
"TPX2_P1"	"TPX2"	"chr20"	"+"	"P1"	31739323	"ENST00000300403"
"TRA2A_P2"	"TRA2A"	"chr7"	"-"	"P2"	23505499	"ENST00000475970"
"TRA2A_P1"	"TRA2A"	"chr7"	"-"	"P1"	23531976	"ENST00000297071"
"TRA2B_P1"	"TRA2B"	"chr3"	"-"	"P1"	185937982	"ENST00000453386"
"TRABD_P1"	"TRABD"	"chr22"	"+"	"P1"	50185922	"ENST00000380909"
"TRABD_P2"	"TRABD"	"chr22"	"+"	"P2"	50190587	"ENST00000395827"
